Age,Income,EmploymentStatus,YearsAtJob,Dependents,DebtToIncome,ExistingLoan,CreditScore,Approved
51,74418,Employed,23,2,0.14,No,445,1
30,57190,Self-Employed,23,2,0.14,No,392,1
60,46014,Unemployed,10,3,0.41,No,545,0
46,149233,Employed,1,3,0.4,No,640,1
53,92999,Employed,18,0,0.12,Yes,603,1
39,127917,Employed,25,4,0.33,Yes,749,1
64,70278,Employed,25,4,0.32,No,428,1
53,145563,Employed,16,0,0.37,No,833,1
26,21780,Employed,18,2,0.47,No,723,1
56,111643,Self-Employed,11,2,0.24,Yes,337,1
36,79258,Unemployed,19,4,0.32,No,830,1
55,117123,Employed,26,3,0.5,No,514,1
23,62192,Employed,22,0,0.56,No,555,1
64,79300,Unemployed,24,3,0.55,No,805,1
32,124875,Self-Employed,27,2,0.34,Yes,731,1
37,110504,Unemployed,4,4,0.36,No,774,1
26,119129,Employed,11,3,0.36,No,514,1
49,63923,Employed,15,2,0.53,No,519,1
21,109196,Employed,0,2,0.52,No,803,1
35,148888,Self-Employed,1,2,0.26,No,327,1
22,22395,Employed,9,3,0.18,Yes,615,1
37,122449,Employed,1,1,0.29,Yes,507,0
40,141747,Employed,24,4,0.24,No,721,1
28,117384,Employed,9,2,0.58,Yes,808,1
54,35779,Self-Employed,22,3,0.23,Yes,467,0
39,91028,Employed,17,0,0.19,No,466,1
21,49722,Self-Employed,0,4,0.55,No,546,0
46,27111,Employed,4,0,0.14,No,706,1
61,131391,Employed,11,0,0.23,No,680,1
51,29984,Employed,16,3,0.32,Yes,603,1
30,117552,Employed,24,1,0.4,Yes,519,1
59,113176,Employed,18,3,0.26,Yes,780,1
26,92328,Self-Employed,17,3,0.35,No,593,1
59,144243,Unemployed,29,4,0.2,No,553,1
48,46924,Employed,12,3,0.39,Yes,432,0
24,72703,Employed,21,4,0.3,No,743,1
21,52577,Unemployed,2,2,0.52,No,464,0
36,27711,Employed,20,4,0.31,Yes,570,0
59,105548,Employed,9,3,0.32,No,431,1
47,146216,Employed,13,2,0.4,No,458,1
48,119869,Self-Employed,7,2,0.16,No,596,1
52,121971,Employed,9,1,0.18,No,806,1
38,145093,Employed,1,3,0.5,No,685,1
48,124763,Employed,27,0,0.24,Yes,819,1
36,24096,Employed,12,3,0.44,No,377,1
48,86555,Employed,4,0,0.15,Yes,339,1
49,109848,Self-Employed,10,1,0.51,No,617,1
19,95012,Self-Employed,23,3,0.59,No,626,1
27,28254,Employed,0,1,0.29,No,715,1
19,145410,Employed,25,0,0.35,No,473,1
19,117955,Self-Employed,9,4,0.32,Yes,658,1
41,97120,Unemployed,29,3,0.55,Yes,306,0
34,25965,Employed,26,2,0.1,Yes,733,1
49,97000,Employed,28,2,0.43,No,728,1
33,136957,Employed,27,1,0.43,No,599,1
33,97975,Employed,12,4,0.29,No,607,1
63,77987,Employed,27,2,0.21,Yes,690,1
56,123025,Self-Employed,3,2,0.22,No,577,1
48,126712,Employed,20,3,0.5,No,456,1
60,52963,Unemployed,29,2,0.13,No,673,1
41,113976,Self-Employed,9,0,0.38,No,467,1
18,23273,Unemployed,11,1,0.25,No,735,1
28,35330,Employed,13,2,0.23,No,669,1
38,41494,Employed,26,3,0.35,Yes,468,0
21,96422,Unemployed,2,0,0.55,No,811,1
24,142089,Self-Employed,27,2,0.41,No,678,1
43,23212,Unemployed,1,1,0.49,No,376,0
64,121059,Employed,27,1,0.4,No,398,1
29,103441,Employed,18,1,0.45,No,462,1
48,107594,Self-Employed,10,2,0.32,No,574,1
34,21080,Employed,20,0,0.56,Yes,696,1
50,52675,Employed,6,4,0.35,No,643,1
28,42007,Employed,17,1,0.38,No,325,1
45,133805,Employed,28,0,0.36,No,355,1
49,102641,Employed,13,3,0.26,No,842,1
18,115815,Employed,6,3,0.22,No,329,1
64,66815,Employed,21,0,0.14,No,835,1
45,103482,Self-Employed,29,3,0.46,No,457,1
59,20639,Employed,6,3,0.24,No,420,1
24,83593,Employed,22,1,0.29,No,453,1
19,138948,Unemployed,8,2,0.56,No,381,1
59,98038,Employed,22,2,0.38,Yes,660,1
41,123494,Employed,29,2,0.15,No,609,1
21,113899,Self-Employed,11,2,0.5,No,631,1
61,23736,Unemployed,28,0,0.23,Yes,576,0
36,142434,Employed,5,1,0.38,No,706,1
43,36473,Employed,25,0,0.35,No,425,1
28,148771,Self-Employed,23,3,0.22,Yes,583,1
57,145801,Employed,6,1,0.16,Yes,742,1
60,54019,Self-Employed,21,4,0.21,No,480,1
28,127598,Unemployed,3,2,0.15,No,461,1
62,106623,Unemployed,15,3,0.24,Yes,775,1
20,135036,Employed,6,2,0.6,No,660,1
29,114025,Employed,27,2,0.3,No,823,1
20,56820,Unemployed,7,2,0.53,No,429,0
59,104861,Employed,7,4,0.37,No,580,1
44,77589,Employed,27,3,0.43,No,751,1
19,85807,Self-Employed,27,2,0.18,No,433,1
33,38414,Employed,19,2,0.24,No,772,1
19,147378,Employed,25,1,0.36,No,304,1
47,44220,Unemployed,24,2,0.54,Yes,381,0
37,80531,Employed,2,1,0.12,Yes,520,1
55,130002,Employed,8,3,0.35,No,368,1
45,134193,Employed,18,3,0.13,No,817,1
42,62425,Self-Employed,12,3,0.33,No,827,1
49,29387,Employed,6,1,0.41,No,441,1
27,134680,Employed,19,4,0.47,Yes,803,1
59,96815,Self-Employed,20,4,0.17,No,656,1
57,47584,Unemployed,28,2,0.18,No,505,1
50,64783,Employed,14,3,0.34,No,339,1
30,59809,Unemployed,18,0,0.6,No,820,1
58,74327,Employed,1,2,0.28,No,799,1
59,144494,Self-Employed,11,4,0.31,No,501,1
64,135814,Employed,7,4,0.32,Yes,347,1
54,139067,Employed,29,3,0.14,Yes,748,1
33,127012,Self-Employed,22,1,0.49,Yes,809,1
62,30857,Employed,22,2,0.23,No,565,1
39,62261,Employed,7,1,0.45,No,544,1
37,93588,Employed,12,4,0.34,Yes,561,1
60,36995,Self-Employed,0,3,0.41,No,617,0
44,135437,Employed,27,4,0.13,No,842,1
58,33580,Employed,23,3,0.54,No,650,1
33,38240,Employed,9,0,0.22,Yes,333,0
51,143279,Employed,27,1,0.44,No,787,1
49,103446,Employed,29,2,0.5,No,648,1
43,95752,Employed,29,3,0.37,Yes,745,1
42,124533,Employed,20,0,0.27,No,769,1
19,143199,Employed,23,0,0.59,Yes,593,1
29,66111,Self-Employed,8,1,0.24,No,510,1
57,110447,Self-Employed,28,3,0.57,No,434,1
26,54866,Unemployed,1,2,0.18,No,678,1
29,100974,Employed,18,2,0.29,No,632,1
43,93401,Unemployed,21,2,0.17,No,687,1
26,102093,Employed,24,4,0.1,No,576,1
27,32211,Unemployed,13,4,0.23,No,797,1
49,78985,Employed,9,3,0.14,Yes,690,1
51,53268,Employed,9,2,0.59,Yes,376,0
37,23646,Employed,7,0,0.48,Yes,718,1
56,75371,Employed,13,2,0.1,No,680,1
19,137051,Unemployed,12,3,0.21,No,676,1
18,62816,Self-Employed,5,2,0.44,No,438,1
53,109460,Unemployed,20,1,0.3,Yes,542,0
41,64112,Self-Employed,29,2,0.52,Yes,793,1
44,71048,Employed,12,0,0.35,No,658,1
19,74911,Employed,2,3,0.43,Yes,550,0
48,95446,Unemployed,27,3,0.4,No,577,0
31,21778,Employed,19,0,0.42,Yes,470,0
19,65752,Self-Employed,28,3,0.22,No,478,1
46,104977,Employed,12,2,0.29,No,795,1
32,147707,Employed,22,3,0.13,No,677,1
29,90726,Unemployed,22,2,0.39,No,793,1
54,100840,Employed,18,3,0.33,Yes,675,1
45,125301,Employed,15,2,0.48,No,577,1
37,47289,Employed,3,2,0.2,Yes,634,0
56,64788,Self-Employed,2,0,0.32,No,317,1
41,24747,Employed,14,0,0.19,Yes,599,1
38,94822,Employed,14,4,0.41,Yes,408,0
27,20045,Employed,17,0,0.52,No,331,1
63,115278,Employed,21,2,0.48,Yes,741,1
31,27758,Employed,6,2,0.57,No,355,1
54,144325,Employed,19,3,0.59,No,373,1
35,145076,Unemployed,4,3,0.49,No,820,1
41,43437,Unemployed,7,4,0.24,No,746,1
31,39585,Employed,24,2,0.21,No,791,1
51,118759,Self-Employed,22,4,0.32,No,431,1
29,29854,Employed,9,2,0.6,Yes,537,0
39,72076,Employed,29,0,0.31,No,655,1
23,76950,Employed,0,3,0.2,No,549,1
53,37349,Employed,10,4,0.57,No,341,1
62,116228,Employed,29,1,0.29,No,530,1
53,41348,Employed,2,2,0.45,No,389,0
39,54296,Unemployed,26,0,0.49,No,703,1
31,121280,Employed,20,1,0.52,Yes,490,1
33,39455,Self-Employed,2,0,0.51,Yes,680,0
53,98824,Employed,14,0,0.52,No,426,1
42,74021,Employed,16,2,0.43,No,676,1
49,91923,Employed,17,0,0.3,Yes,539,1
50,120825,Employed,7,4,0.43,No,742,1
62,59293,Self-Employed,22,1,0.52,Yes,337,0
53,119430,Self-Employed,12,0,0.28,No,849,1
37,108552,Employed,9,0,0.25,No,578,1
35,66116,Self-Employed,2,3,0.27,Yes,450,0
55,140461,Unemployed,19,3,0.38,Yes,689,1
20,60484,Self-Employed,13,4,0.13,Yes,662,1
40,50215,Employed,12,3,0.49,Yes,473,0
49,101638,Self-Employed,2,0,0.17,No,442,1
62,23404,Employed,12,0,0.17,No,556,1
33,57260,Unemployed,19,1,0.2,No,399,1
22,120647,Employed,23,3,0.39,No,786,1
21,85642,Employed,24,2,0.24,No,647,1
38,100731,Employed,22,3,0.28,No,844,1
57,66009,Employed,8,0,0.57,Yes,665,1
31,112689,Unemployed,29,1,0.52,No,451,1
56,148824,Employed,24,3,0.53,No,545,1
48,137842,Employed,15,1,0.39,No,395,1
31,49605,Unemployed,22,3,0.53,No,638,0
23,130879,Employed,22,4,0.49,No,753,1
29,73205,Employed,7,0,0.58,No,383,1
33,57569,Employed,11,0,0.13,No,772,1
34,140827,Employed,25,2,0.11,No,424,1
62,25580,Employed,27,0,0.19,No,639,1
40,134902,Employed,11,2,0.56,No,465,1
31,25400,Self-Employed,18,0,0.4,No,808,1
24,59643,Unemployed,23,3,0.31,No,746,1
63,116185,Employed,16,3,0.36,No,712,1
49,148458,Employed,28,4,0.51,No,585,1
32,116032,Employed,14,3,0.56,Yes,712,1
61,147319,Unemployed,21,1,0.46,Yes,385,0
34,138977,Employed,17,3,0.48,Yes,438,1
58,106173,Unemployed,6,2,0.26,No,732,1
64,126960,Employed,12,4,0.33,No,404,1
61,59015,Unemployed,18,1,0.54,No,377,0
51,91713,Employed,15,1,0.49,No,677,1
22,92805,Self-Employed,10,0,0.44,Yes,487,0
62,34974,Employed,25,2,0.13,Yes,690,1
44,34037,Self-Employed,4,3,0.12,No,560,1
40,104292,Employed,25,3,0.17,No,591,1
57,36167,Employed,1,0,0.39,Yes,442,0
31,108754,Employed,0,3,0.37,No,337,1
32,110703,Unemployed,15,1,0.57,No,335,1
60,63148,Self-Employed,4,3,0.45,No,414,0
50,92153,Employed,24,3,0.25,Yes,813,1
48,41534,Employed,24,1,0.18,No,314,1
52,110995,Employed,6,2,0.52,No,610,1
34,142790,Unemployed,29,2,0.33,No,525,1
45,106078,Self-Employed,8,1,0.43,Yes,487,0
36,76879,Self-Employed,3,1,0.38,Yes,324,0
63,139894,Employed,18,4,0.15,No,788,1
40,85839,Unemployed,26,4,0.13,No,539,1
49,49756,Unemployed,19,3,0.29,Yes,692,0
57,32683,Self-Employed,14,3,0.28,No,476,1
30,69485,Employed,6,4,0.44,No,673,1
37,118231,Self-Employed,23,3,0.42,No,560,1
52,31025,Employed,17,2,0.58,No,535,1
22,106426,Employed,4,2,0.53,No,761,1
26,38715,Employed,20,0,0.35,No,809,1
46,90097,Employed,28,4,0.35,Yes,368,0
23,118383,Employed,24,2,0.44,Yes,550,1
42,122067,Employed,28,0,0.16,No,629,1
48,112943,Employed,28,1,0.6,No,795,1
39,107116,Self-Employed,12,2,0.36,Yes,648,1
19,95705,Employed,2,0,0.55,No,315,1
62,37116,Employed,27,3,0.58,Yes,508,0
22,56744,Employed,5,0,0.39,No,342,1
44,144697,Unemployed,25,2,0.15,Yes,693,1
42,107579,Self-Employed,11,3,0.39,No,679,1
25,136072,Employed,20,3,0.4,No,606,1
18,22124,Unemployed,17,0,0.49,Yes,306,0
37,124956,Employed,17,0,0.12,No,321,1
61,58051,Unemployed,3,2,0.33,Yes,835,1
40,27176,Employed,27,3,0.56,Yes,681,1
49,111310,Employed,19,4,0.6,Yes,659,1
28,141293,Employed,22,0,0.2,No,597,1
56,84818,Employed,13,4,0.54,Yes,449,0
64,140395,Employed,27,4,0.17,No,462,1
41,38676,Self-Employed,13,3,0.52,Yes,415,0
28,65177,Unemployed,0,2,0.24,Yes,482,0
46,110296,Employed,10,4,0.58,No,430,1
43,130623,Employed,21,2,0.45,No,666,1
33,20997,Employed,26,0,0.3,No,574,1
52,79330,Employed,28,3,0.24,No,725,1
37,63769,Self-Employed,8,1,0.22,Yes,808,1
63,122968,Employed,17,3,0.44,No,627,1
20,137045,Self-Employed,27,1,0.55,No,689,1
18,140179,Employed,4,0,0.48,Yes,570,0
64,136367,Employed,9,2,0.52,No,368,1
18,98653,Employed,14,0,0.49,No,756,1
34,140403,Employed,26,3,0.59,Yes,645,1
19,31231,Employed,9,1,0.48,No,779,1
46,115287,Self-Employed,15,1,0.21,No,555,1
37,139574,Employed,3,3,0.5,No,684,1
23,92976,Employed,3,3,0.26,No,446,1
25,145391,Self-Employed,7,0,0.6,No,826,1
46,141509,Employed,29,4,0.29,No,638,1
50,105447,Self-Employed,5,1,0.25,No,476,1
20,129522,Employed,22,3,0.22,Yes,381,1
52,75965,Employed,10,0,0.43,No,350,1
22,101144,Unemployed,27,4,0.15,No,566,1
44,137433,Self-Employed,24,2,0.58,No,790,1
61,115201,Employed,12,3,0.25,Yes,815,1
29,81517,Employed,18,4,0.25,Yes,791,1
37,112693,Unemployed,10,2,0.12,Yes,747,1
62,114315,Employed,1,2,0.22,No,556,1
37,115504,Employed,2,0,0.31,Yes,308,1
26,47387,Self-Employed,14,1,0.28,No,620,1
56,24090,Self-Employed,23,3,0.24,No,671,1
21,140846,Self-Employed,12,4,0.12,No,622,1
36,44945,Self-Employed,24,2,0.25,Yes,642,0
55,60239,Self-Employed,9,1,0.49,No,556,1
44,23743,Unemployed,4,2,0.32,No,447,0
62,50924,Self-Employed,23,3,0.25,Yes,491,0
60,30196,Employed,29,3,0.25,No,423,1
30,111815,Employed,10,0,0.38,No,503,1
30,125312,Self-Employed,22,3,0.25,No,636,1
39,88860,Unemployed,27,3,0.42,Yes,384,0
45,61400,Employed,13,3,0.59,Yes,771,1
64,105177,Employed,27,1,0.12,No,706,1
62,113018,Unemployed,28,4,0.18,No,834,1
39,118530,Employed,24,4,0.19,No,419,1
60,100399,Employed,19,3,0.32,Yes,355,1
36,68795,Self-Employed,14,4,0.12,No,700,1
25,71553,Unemployed,12,3,0.34,No,813,1
25,123022,Unemployed,25,4,0.56,No,661,1
59,135712,Self-Employed,2,4,0.11,No,332,1
43,123976,Employed,8,2,0.28,No,570,1
43,44111,Unemployed,7,1,0.48,No,661,1
40,133566,Employed,14,2,0.18,No,743,1
60,146371,Unemployed,22,2,0.14,No,769,1
30,83083,Employed,0,4,0.42,Yes,447,0
45,139968,Employed,1,0,0.1,No,770,1
26,81600,Employed,8,0,0.5,Yes,842,1
37,70022,Employed,20,1,0.13,Yes,557,1
36,23199,Self-Employed,16,3,0.36,No,568,0
56,70897,Unemployed,8,4,0.47,No,651,1
29,58038,Self-Employed,0,1,0.22,No,668,1
32,143323,Unemployed,7,2,0.15,No,699,1
48,75038,Employed,4,4,0.19,No,324,1
31,140278,Self-Employed,29,2,0.53,No,811,1
28,131054,Unemployed,10,1,0.45,No,631,1
43,27897,Self-Employed,27,0,0.2,Yes,839,1
59,84541,Employed,5,1,0.46,No,404,1
44,126968,Self-Employed,16,4,0.45,Yes,759,1
28,34892,Self-Employed,17,4,0.6,No,798,1
55,28271,Employed,22,3,0.3,No,737,1
51,123462,Unemployed,17,0,0.53,No,485,1
60,44815,Unemployed,4,4,0.32,No,668,1
36,65612,Employed,26,0,0.55,No,443,1
23,53357,Self-Employed,24,4,0.15,No,373,1
63,95088,Self-Employed,4,0,0.19,No,799,1
55,36267,Self-Employed,27,1,0.52,No,390,0
59,38268,Employed,18,0,0.51,Yes,351,0
45,134463,Unemployed,26,2,0.25,No,315,1
18,34263,Employed,12,1,0.4,No,437,1
52,90935,Employed,21,4,0.29,No,488,1
57,115347,Unemployed,6,4,0.11,No,826,1
25,79660,Self-Employed,25,3,0.11,Yes,428,1
64,85527,Unemployed,13,2,0.13,No,413,1
24,83379,Employed,26,3,0.4,No,386,1
28,114542,Employed,25,1,0.24,No,525,1
56,61271,Unemployed,26,3,0.17,No,423,1
21,86612,Employed,7,1,0.57,No,428,1
42,27235,Unemployed,2,3,0.16,No,644,1
29,108757,Unemployed,26,0,0.44,No,593,1
43,36417,Self-Employed,3,1,0.55,No,763,1
55,118075,Employed,9,1,0.18,No,439,1
63,54609,Self-Employed,3,0,0.21,Yes,747,1
29,122785,Unemployed,17,0,0.39,No,437,1
60,143128,Employed,22,2,0.35,Yes,803,1
54,53902,Employed,11,0,0.36,No,754,1
63,43645,Employed,19,3,0.38,Yes,625,0
41,82873,Employed,19,0,0.57,No,612,1
33,107218,Unemployed,14,0,0.13,No,592,1
30,84558,Unemployed,12,1,0.48,Yes,676,0
42,82233,Unemployed,11,1,0.22,No,600,1
21,131443,Employed,7,0,0.29,Yes,586,1
28,43401,Self-Employed,21,2,0.14,Yes,592,0
49,27771,Employed,21,1,0.32,No,413,1
24,61335,Self-Employed,26,3,0.5,No,384,1
63,94451,Self-Employed,8,3,0.15,Yes,398,1
28,99434,Unemployed,19,0,0.24,No,498,1
45,87449,Unemployed,8,0,0.29,No,840,1
58,122601,Unemployed,16,2,0.15,Yes,811,1
40,112604,Unemployed,26,0,0.48,No,438,1
62,21942,Unemployed,24,4,0.49,No,797,1
40,40388,Employed,0,4,0.52,Yes,588,0
45,145224,Unemployed,22,0,0.39,No,736,1
60,103251,Self-Employed,5,4,0.35,No,828,1
64,77042,Employed,6,3,0.23,No,812,1
43,73740,Employed,8,0,0.43,No,483,1
42,85873,Self-Employed,9,3,0.32,No,322,1
46,67024,Employed,3,3,0.59,Yes,818,1
36,43450,Employed,15,4,0.58,No,633,1
50,76965,Self-Employed,11,2,0.55,No,791,1
53,30057,Unemployed,8,3,0.28,No,761,1
31,113249,Unemployed,2,4,0.28,No,493,1
31,28983,Employed,25,2,0.53,No,552,1
52,39995,Employed,26,4,0.46,No,508,1
47,134587,Employed,26,4,0.45,No,373,1
45,122004,Employed,8,0,0.24,No,736,1
34,111628,Employed,28,1,0.52,Yes,816,1
20,97681,Unemployed,16,2,0.39,No,656,1
33,58886,Employed,13,4,0.32,No,665,1
63,109025,Employed,4,3,0.53,No,421,1
47,116572,Employed,25,3,0.3,No,747,1
46,115149,Employed,20,1,0.43,Yes,448,1
62,114020,Employed,0,2,0.33,No,687,1
32,22673,Employed,0,0,0.4,No,644,0
63,54890,Unemployed,2,2,0.12,Yes,788,1
42,97513,Employed,8,3,0.33,No,846,1
55,43466,Employed,22,3,0.38,No,334,1
59,126554,Employed,5,0,0.35,No,466,1
64,112545,Employed,8,0,0.52,Yes,376,1
55,136750,Employed,3,3,0.26,Yes,676,1
40,70406,Employed,19,4,0.54,No,727,1
42,23688,Employed,18,4,0.3,No,606,1
59,89284,Self-Employed,4,0,0.45,No,547,0
24,124646,Employed,4,4,0.14,No,593,1
39,134579,Employed,27,0,0.2,No,472,1
34,33665,Employed,13,2,0.48,No,329,1
35,122434,Employed,9,2,0.11,No,462,1
58,40641,Employed,22,2,0.58,No,327,1
27,52500,Employed,15,0,0.2,No,724,1
27,55797,Employed,22,0,0.55,No,661,1
24,104766,Employed,5,4,0.36,Yes,472,1
55,65950,Employed,19,4,0.38,No,603,1
44,45046,Employed,22,4,0.14,Yes,625,1
50,149554,Employed,13,1,0.28,No,603,1
18,122339,Unemployed,17,0,0.18,No,422,1
61,133431,Self-Employed,28,2,0.36,No,379,1
51,121203,Unemployed,27,2,0.38,No,720,1
21,29638,Unemployed,8,1,0.45,Yes,692,0
34,106363,Unemployed,6,1,0.54,Yes,558,0
21,41173,Self-Employed,17,2,0.33,No,736,1
60,33222,Self-Employed,9,0,0.22,No,416,1
43,70064,Employed,1,2,0.27,No,467,1
21,57010,Employed,12,2,0.52,No,828,1
18,142229,Self-Employed,5,1,0.17,Yes,681,1
24,38095,Unemployed,26,1,0.41,No,663,1
47,143554,Employed,22,4,0.11,No,310,1
26,21439,Self-Employed,8,1,0.22,Yes,360,0
52,145614,Employed,19,2,0.4,No,685,1
25,123917,Employed,7,4,0.33,No,544,1
41,105550,Employed,29,2,0.35,Yes,369,1
36,25375,Employed,9,0,0.43,No,628,1
53,109023,Employed,15,0,0.22,No,683,1
60,127181,Self-Employed,14,1,0.24,Yes,468,1
44,111238,Unemployed,12,4,0.44,No,531,1
49,40600,Unemployed,17,3,0.37,No,393,0
31,22466,Employed,5,0,0.11,No,758,1
35,145277,Unemployed,19,0,0.44,No,818,1
45,126128,Employed,23,0,0.41,No,435,1
46,65097,Employed,8,0,0.14,No,741,1
33,129934,Self-Employed,17,1,0.47,No,821,1
52,73276,Employed,6,4,0.36,Yes,409,0
64,70117,Employed,22,0,0.2,No,493,1
48,66971,Employed,23,1,0.38,No,449,1
21,26928,Self-Employed,28,4,0.4,No,525,0
54,108016,Employed,4,4,0.56,Yes,622,1
34,75309,Self-Employed,10,3,0.47,No,559,1
56,94647,Self-Employed,12,2,0.25,No,368,1
63,60888,Self-Employed,2,0,0.16,No,608,1
43,115025,Unemployed,0,1,0.53,No,682,1
56,63832,Employed,3,4,0.52,Yes,784,1
58,136196,Employed,18,3,0.19,Yes,482,1
21,29404,Employed,17,2,0.13,No,743,1
47,53639,Employed,5,4,0.46,No,813,1
47,98118,Self-Employed,22,4,0.46,No,694,1
39,80598,Employed,9,0,0.19,No,400,1
28,86399,Employed,6,2,0.43,No,440,1
19,133187,Self-Employed,11,2,0.24,No,467,1
61,130449,Self-Employed,7,1,0.23,No,689,1
29,47684,Self-Employed,12,3,0.26,Yes,823,1
47,88591,Unemployed,29,1,0.36,No,786,1
53,139821,Self-Employed,17,3,0.5,No,371,1
35,97722,Self-Employed,13,1,0.35,No,628,1
43,22682,Employed,10,3,0.25,Yes,815,1
24,131186,Unemployed,27,0,0.54,No,464,1
18,58046,Employed,9,3,0.13,Yes,331,1
43,132109,Employed,28,1,0.5,No,484,1
40,41832,Employed,5,2,0.49,No,439,1
43,36997,Self-Employed,12,4,0.23,Yes,586,0
62,54640,Unemployed,21,3,0.2,No,794,1
23,96882,Employed,9,3,0.54,Yes,662,1
23,60491,Employed,11,2,0.38,No,722,1
61,83043,Unemployed,0,0,0.12,No,539,0
25,132175,Unemployed,17,1,0.55,Yes,610,0
41,148568,Employed,12,0,0.27,No,518,1
39,134250,Employed,24,3,0.27,No,694,1
36,92725,Self-Employed,23,3,0.42,No,652,1
54,148131,Employed,27,0,0.43,Yes,540,1
35,65520,Unemployed,28,1,0.28,No,509,1
48,82919,Employed,3,3,0.17,No,831,1
54,129869,Employed,5,3,0.38,No,395,1
47,84442,Employed,17,0,0.41,No,656,1
59,149953,Employed,27,4,0.53,No,326,1
50,41770,Employed,4,2,0.34,No,593,1
27,125246,Employed,17,3,0.42,No,642,1
54,67498,Self-Employed,28,1,0.13,Yes,653,1
29,129687,Employed,4,4,0.55,No,375,1
47,149269,Unemployed,6,0,0.26,No,530,1
44,143447,Employed,22,0,0.42,Yes,679,1
56,81477,Self-Employed,8,1,0.56,Yes,341,0
26,20244,Employed,2,4,0.51,No,714,1
38,52788,Employed,11,1,0.42,No,532,1
29,115341,Employed,19,3,0.45,No,824,1
46,99453,Employed,24,4,0.56,No,847,1
50,77737,Self-Employed,13,2,0.51,No,374,1
60,66489,Self-Employed,7,2,0.4,No,603,1
32,147962,Self-Employed,11,1,0.43,No,549,1
19,91303,Employed,6,2,0.17,Yes,703,1
56,48390,Unemployed,23,1,0.34,No,830,1
61,30247,Self-Employed,8,3,0.25,Yes,777,1
35,89051,Unemployed,11,3,0.32,Yes,689,1
20,79719,Unemployed,3,1,0.43,Yes,508,0
24,54678,Employed,4,3,0.17,No,765,1
60,143169,Employed,8,2,0.11,No,701,1
35,107802,Employed,6,3,0.3,No,503,1
61,96286,Self-Employed,13,2,0.26,Yes,597,0
55,49583,Employed,19,2,0.31,No,555,1
54,143240,Self-Employed,21,0,0.57,Yes,355,0
50,28076,Employed,26,3,0.45,No,558,1
61,38006,Employed,16,3,0.26,No,794,1
48,35051,Employed,0,1,0.19,No,765,1
28,24314,Employed,24,1,0.41,Yes,342,0
21,48670,Self-Employed,14,4,0.43,No,711,1
35,120757,Employed,23,2,0.34,No,436,1
21,87551,Self-Employed,14,0,0.21,No,639,1
51,144920,Employed,28,2,0.11,Yes,573,1
46,30236,Employed,0,3,0.23,No,644,1
41,55568,Self-Employed,28,4,0.33,No,320,1
39,80314,Employed,14,2,0.49,Yes,453,0
19,127327,Self-Employed,26,4,0.53,No,834,1
61,144673,Unemployed,1,2,0.31,No,800,1
23,130188,Unemployed,28,3,0.5,No,480,1
59,111903,Employed,3,3,0.6,Yes,806,1
42,36352,Employed,16,2,0.46,No,783,1
38,145721,Self-Employed,15,0,0.46,No,302,1
33,148219,Self-Employed,17,3,0.55,Yes,653,1
48,65650,Self-Employed,20,1,0.27,No,457,1
31,30346,Employed,15,0,0.11,No,837,1
56,45156,Employed,7,2,0.59,No,764,1
45,75904,Employed,5,0,0.35,No,473,1
49,34035,Self-Employed,21,1,0.49,Yes,797,1
45,142141,Employed,19,3,0.51,No,715,1
26,36108,Employed,1,3,0.3,Yes,539,0
62,149031,Self-Employed,18,3,0.37,Yes,501,0
39,22853,Employed,12,1,0.37,No,621,1
49,104156,Employed,21,0,0.21,No,437,1
22,24176,Employed,21,2,0.16,No,403,1
40,120459,Employed,20,2,0.37,No,619,1
22,45920,Employed,5,0,0.16,Yes,701,1
59,74850,Employed,26,3,0.27,No,419,1
49,26829,Employed,5,2,0.19,No,368,1
27,143225,Employed,12,3,0.45,Yes,361,1
56,120190,Employed,0,4,0.54,Yes,420,0
32,124775,Self-Employed,21,4,0.39,Yes,815,1
24,110666,Employed,20,2,0.31,No,704,1
46,138458,Employed,23,0,0.6,Yes,669,1
64,130893,Employed,8,0,0.11,No,400,1
20,93927,Employed,29,0,0.25,No,531,1
36,104860,Employed,21,3,0.24,Yes,471,1
27,138178,Employed,28,4,0.28,No,518,1
45,131654,Self-Employed,11,3,0.22,No,631,1
46,60667,Employed,11,1,0.23,No,547,1
32,85842,Unemployed,25,1,0.23,Yes,461,0
52,55843,Employed,3,2,0.35,No,791,1
23,70808,Employed,18,1,0.3,No,606,1
29,50543,Employed,15,0,0.42,No,715,1
64,92780,Self-Employed,25,2,0.36,Yes,449,0
55,26611,Employed,11,4,0.19,Yes,318,1
30,108242,Employed,0,4,0.51,Yes,319,0
46,104612,Employed,22,1,0.34,Yes,655,1
36,66902,Employed,20,1,0.18,Yes,313,1
20,136452,Unemployed,3,4,0.18,No,600,1
25,53043,Employed,8,1,0.5,No,602,1
25,25271,Self-Employed,6,1,0.45,No,538,0
37,92867,Self-Employed,9,3,0.35,Yes,330,0
64,97089,Employed,12,4,0.25,Yes,399,1
21,78745,Employed,7,4,0.33,No,762,1
38,116876,Self-Employed,19,1,0.42,Yes,706,1
20,82077,Employed,9,0,0.54,No,394,1
62,79119,Employed,27,3,0.38,No,408,1
25,31573,Self-Employed,9,0,0.24,Yes,458,0
40,41409,Self-Employed,7,1,0.12,No,346,1
33,105970,Self-Employed,19,4,0.19,No,655,1
30,44464,Self-Employed,14,0,0.43,No,829,1
